"","text"
"9482","awsmmi purchased    sep  still wrking like first dayu  buy  without  doubt "
"9483","great treat   ears   quality  wire  doubtful    thin  delicate  sound  superb   good deal  rs "
"9484","elegant design  superb quality "
"9485"," great sound quality    amazing built quality  really appreciate  product "
"9486","value  money low  bass though      wanted got     worth  discount  well "
"9487"," good "
"9488"," seeing   reviews    high expectation   product disappoints  product  received   bassnothing   may   faulty productordered jblta instead    lot better one   less price "
"9489","sound quality  really good  love  ear phone  biggest use   mic   voice received   person  clear   using    sony xperia sp phone    compatible   phones  well "
"9490","good one "
"9491"," earphone  awesome sound quality material  good n durability  dont know   earphone wire   thin "
"9492"," good   could  "
"9493","  best build quality superior sound best noise cancellation proper ratio  bass vs treble worth money "
"9494","awesome producttotal noise reduction  super sound qualityperfect balance  bass loved  "
"9495","  gud quality earphones  pain without  hours  listening "
"9496","   problem   fit   product   makes  difficult  use  "
"9497"," earphones deliver excellent sound quality    good acoustics  inbuilt mic transmits clear voice  calls functions like change track play  pause using  button works properly google   cortana works fine   earphones "
"9498","sound quality  good "
"9499","good one "
"9500","sound  awesome   burn time  heavenly loved  clear bass "
"9501","price little expensive "
"9502","  gave rest   awesome piece  mindblowing sound   price range "
"9503","subperb fast delivery  amazon  product   expectedreally satisfied   product   got  thing    searched  long "
"9504","superb "
"9505","bass  awsome   range    urphonr  bass booster  equalizerif u dont   function  ur phone plz dont buy itgo  sbut  u  dont miss thiscon wire  thinbut u   year warranty     problem   "
"9506"," best pair  earphones    till date amazing sound quality  try     looking   complete music experience "
"9507","great headphones  clarity  right side stopped working   months  use "
"9508","  good earphone  bass  yes  noise cancellation   good one "
"9509"," gives  finest sound  little elated bass effect simply awesomethe  negative  feel   wire  thin "
"9510"," bought  product four months back    mic   working "
"9511","pros  good noise isolation build quality realy elegant lookingwire  little delicategood bass even  low soundcrystal clear soundand last amazons delivery conssometimes treble    u  adjust  u   equalizer "
"9512"," earphones  dope asf guyz worth  money  material quality   sound quality   awesome bass lovers "
"9513","good one happy   prompt delivery  completely satisfied   product "
"9514","well satisfied  sound effect "
"9515","one   best headphone   ever used good sound quality "
"9516","using   last two weeks     problem      best buy   price range although  bought     sale  actual price  also worth  buy "
"9517","  great product   reputable company "
"9518","sound quality    great  expected   mere disappointment "
"9519","   best one  go    price   using   six months right ear plug stoped working  "
"9520","sound quality   ebough   expected   price range overall sound quality average    value  money product "
"9521","meterial   good  jack got broken   months  "
"9522","  got  product first time  mic wasnt working  replacement  adapter   woking however good sound clarity  bass adapter  useless "
"9523","worth headset original  buying  shop    pay   checked  retail shop  quality  "
"9524","ok nothing great "
"9525","sennheiser always live   expectations  terms  qualityjust go   unmatchable stand "
"9526","  superb  amazing especially heavy boosting  bass peaks  extremely superb never    enjoyment   ear headphones  redefines entertainment go    totally worth  "
"9527","amazing product awesome sound quality incredible experience  using   suitable   workout though "
"9528","sound quality  fantastic  mic didnt work switch  earphone  working returning items "
"9529","excellent price increase stopped  buying another one "
"9530","good "
"9531"," one word excellent headset    gone  lot  reviews  amazon   headset   hearing   want  say  one thing   want  buy  headset  move   buy sennheiser sound quality  something else "
"9532","good quality earphone "
"9533","sound quality  goodbut  material quality   poor got broken within  month "
"9534"," earphones  beast  every aspect bass quality  fantastic  treble   happy   earphones  "
"9535","delivered  committed timeline product  working perfectly well  noise cacellation feature   best part overall  showing outstandaing performance  "
"9536","   purchasednow nd time also purchasedworth  buy  "
"9537","bass   headphone  amazingit  much better  sonys headphone   price rangesennheiser  produced  great headphone  good build qualityvalue  money "
"9538","  buying  earphones   third timegreat quality   reasonable price "
"9539","good "
"9540","song quality  amazing  noise cancelation  awesome value  money earphones quality  leather pouch   good "
"9541"," arrived  time meets expectations  complaints "
"9542","good performance   may   worthing rs  "
"9543","good one  cant bear   ears  long time  ears start aching otherwise   good product "
"9544"," seem  quality  products   expected   wantso  want return  product  soon  possible "
"9545","good purchase   price quality  sound  good mic  good  good buy   price "
"9546","highly durable  good sound quality   suitable   types  phones "
"9547","good headset genuine productgood bass  claritybest one   ever usedprice   little bit highbut worth  "
"9548","excellent sound quality  fallen  love  itbut  small perpendicular extension chord doesnt works good   bass  also  headphone button controls   work  u use  perpendicular chord    headset  awesome   comfortable "
"9549"," like  sound quality    clear  loud enough  like  "
"9550","sennheiser  names enough superior build quality  issues ever  sennheiser ever  affordable   quality product "
"9551"," headphones exceeded  expectations  gave pure pleasure  listen   playlist "
"9552","  great expection   headphone    emitting  humming noise  dialing numbers   sony experia  ultra "
"9553","guys   waste  money  buy  product battery life   good  calls   poor mic "
"9554","cheap product sound quality  good "
"9555","apart  durability due   thickness   cable rest   really good "
"9556","good headphone  iphone headphones  lower price  compatible   mobiles    years warranty "
"9557","earphones  excellentonly problem   times  ears  paining    using  long time "
"9558"," good sound quality material quality needs   improved "
"9559"," star  cloudtail indiathe product seal  already opened "
"9560","best earphones  mic   affordable price sound quality  awesome bass  also  good amplifies  sound   device built  sound  lessdelivered  product within two days without opting  itno cons yetgo   "
"9561","nice product bass  sound quality  awesome worth buying itit would  better   pin  l shaped "
"9562","earphone  good clarity  also good   product   accurate   people  love bass bass  good    comes   songs  bass   life line  may disappoint  ever product  good  good  awesome    good worth  value "
"9563","  nice pairs  earphones  bought   listening daily music two months ive  using  worth  money "
"9564","good design  lacks powerful sound "
"9565","product  good      supported  phone  phone   mi pro    returned  product "
"9566","crystal clear sound bass  amazing   skeptical  first   phone    year old nokia c   works perfectly fine   call clarity  great   thing    adjust    position   mike    capture  voice    times  short   amazing buy   k "
"9567","really  good one  bought     decent price  think sound quality  build  really amazing   days   used   yet  see  major defects probably   last   days  like  local makes "
"9568"," one   best earphones   cost   bit high rest   good "
"9569"," good product  sennheiser   years  brand warranty sound quality  really nice "
"9570","  simply amazing  good sound quality "
"9571","  bass lovers average bass  clear voice "
"9572","damm goodsuperb sound  amazing bass effect "
"9573"," one  beat senhieser   bestfor first  days ull feel  bit loud trublebut  u cant even think  listening  another headphonesnaahhso  go    blind eyes "
"9574","sound  bassgood "
"9575"," awesome "
"9576"," sound quality  noise cancelation bass quality  power  "
"9577","ok "
"9578","better  jbl  terms  sound clarity    want bass go  jbl "
"9579"," nice "
"9580","sound quality    awesome  wire quality   improved "
"9581","awesome headset sennheiser   best  class   would recommended  brand  everyone   ones    tried   mustthis particular headset comes   mic   bought    daily calls    music never disappointed "
"9582","crisp clear soundmaybe one minus high treble    solved using  music players equalizerloved  "
"9583","awesome sound quality really deep bass  clear treble  must   anyone  wants really good quality music "
"9584","good sound quality   irritating sound "
"9585"," issue noise cancellation   great    price  think  overall good "
"9586","good sound  issues   micwhile making  call   person hears  noise     sayingneeds  improved bass "
"9587","awesome product vocals  bass   little low  well balanced voice doesnt tear     looking   boom bass id suggest  go  sennheiser cx  ones  balanced overall  pretty powerful     mic  feels  complete pall   money well spent  "
"9588","good product   price point nice clarity  sound works great  sony  samsung "
"9589","bass    better sound  great adapter cable    supportive "
"9590","sound quality good "
"9591","call quality  sound qualityboth  good "
"9592"," good  sound quality  reduce noise "
"9593","super product "
"9594","sehhneiser cx    goodthough  tested   point  time  ordered   basis  specification  review   buyers "
"9595"," single word  awesome  product   purchased  item    gst   would  around  "
"9596"," good headphones easy  fit soft cushions superb clarity  thumping bass  however     headphones  better bass   product  value  money woth  years  warranty  inearphone "
"9597"," bought  headphones   cord broke   year  use  durable enough "
"9598","worst earphone  easily breakable wire  good   "
"9599"," effect   sound  per  product specification    great  bit disappointed "
"9600","left side speeker stopped working  customer service centre dont pick   phones "
"9601","  worst product since  oneside   headphones  working   side  sound  "
"9602"," received  product  cloudtail seller   satisfied   quality   product  timely deliverybest headphone  buy   range   "
"9603","  good product    afford  bucksits comes  three different size  ear buds   easily fits  different ear sizes "
"9604"," product   utmost quality   sound  absolutely mesmerising base  treble  perfect  none overlapping  othera little disappointed  amazon delivery   opted   day delivery  didnt happen  "
"9605"," good  awesomeprice  high  compare  cx  mic provided   designand  double  price  cx   noticed cx    best sound quality   "
"9606","good quality earphonesfulfills needed bass requirementsunfortunately  mic button   work   iphone "
"9607","good "
"9608","best earphone ever "
"9609","wire quality  meh overall good "
"9610","low bass   upto expectations "
"9611","everything  perfect   u love moree bass  dont go   except  everything perfect "
"9612"," awsome "
"9613"," fragile  thin wiresother wise  good "
"9614","damn good  sound   wont last long handle carefully "
"9615","   perfect   needamazing sound  durability "
"9616","superb "
"9617","simply waste  d songs   rupees samsung earphone   better  sennheiser cxs  "
"9618","bought    girlfriend shes happy withheld quality noise cancellation   mic  good "
"9619","clean  perfect sound quality  built quality  nice  durable  worth  price   costs "
"9620"," connector  working "
"9621"," love  year phone   nice n  good base "
"9622","fits well  lite weight  awesome sound clarity  bass  thanks amazon  lighting deal vth  "
"9623"," sound quality   product  great  bass  decent "
"9624","excellent head phone  germany dont know  sony headsetstry  also u  really love itgood bass  crispy sound noise cancellation  outside  excellentoverall performance  awesome   affecting  ear  long time listening music "
"9625"," sound quality  upto reputation  bass  goodbut  headphone built quality   fragile  sure till     fine thats  going   starsno disappointment   true purpose "
"9626","excellent productonly problem  clumsy cable "
"9627"," get   arround rs "
"9628","awesome sound quality  also  used  ear plug   playing music good one   "
"9629"," mm driver  poor bass old technology "
"9630"," u r looking  earphone  dont wait go    awsm "
"9631"," got     lighting deal   worth     sound quality  awesome  always feel like dancing listening  music "
"9632","worst quality  product  within months product  gone without  damageswire   thin "
"9633","sound quality  noise cancellation  awesomebass  balancedbuy    budget   rssennheiser  "
"9634","excellent quality  different ear plugs   handy "
"9635","  awesome  awesome  u must    smells like teen spirit awesome bass  awesome sound   worth   jai javan jai kisan "
"9636","  using     months   sound quality  really nice   high  bass  thats   like   overall product quality  good "
"9637"," nice sound quality durable n long lasting "
"9638","best brand good earphones "
"9639","mic   working "
"9640","worts product plz dont go   "
"9641","excellent  making  receiving calls  superb voice quality wouldnt recommend  listening  music though "
"9642","best earphones   get   amazing sound quality  wires  pretty thin else excellent product "
"9643","awesome sound system   love   words   "
"9644","best   class bass  less compared  iphone earpodsnote  noise cancellationcheers  ad "
"9645","bass  good  problems      small ears    use  biggest earbud  get  thumping bass  highs  mids    good cant handle higher volumes returning  satisfied  mids  quite aggressive   bass heads  guess "
"9646","bass  bad   sound quality doesnt meet  expectation   company like sennheiser "
"9647","good  even loud music  soft  ears  awesome  "
"9648","bass  bit low  sound quality  ok "
"9649","bought    bucks  amazon   offer   pretty decent inear headphones  nicely balanced highs  lows dont expect stellar sound quality   price range       job nicely offering good value  money "
"9650","good product "
"9651","sound quality  good cable length    enough satisfied call quality   good   honor x "
"9652","sound cancellation  good worth buying good sound quality "
"9653","thanks   phenomenal universal headset  amazing experiencethanks   sennheiser company god bless youthanks amazoningod bless  "
"9654","superb sound quality "
"9655","  comfortable   ears  output  pretty good   actually doesnt matter much    comfortable   ears  provide various sizes  buds  nothing  made  comfortable "
"9656","sound quality  good noise cancellation helps well  worth  buying  brand speaks   "
"9657","please replace  earphone  sennheiser cx    ear universal mobile headphone  mic black "
"9658","excellent "
"9659","good   upto expectations "
"9660","good "
"9661","good "
"9662","good "
"9663","  sound like local ear phones   poor bass qualitywill  recommend  anyone please "
"9664","fantastic   price segment actually could hear crystal clear sounds  songs   could  get   earphones bass   little weak       audiophile  would recommend   anyone whos listening  songs  transit "
"9665"," help  hear music   galaxies next level stuff  sure "
"9666"," nice product better    brand   pricestylishloudbold "
"9667","wonderful product  sennheiser "
"9668","  fine "
"9669"," better sound quality one  go  cx though     mic  much better sound quality "
"9670","class tbhexpected   good "
"9671","ufug "
"9672","great set  earphones truly noise cancellation  could sit   airplane   external sound crystal clear sound  bass definitely worth  price "
"9673","   nice headphone sound quality   good also grub   sale   cheap price "
"9674","best headphones clarity   awesome average bass passive noise cancellationworth  "
"9675","happy "
"9676"," noise cancelling feature  true   core   quality  sound  phenomenal "
"9677","awesome product  supports  lenovo k note   happy best part    genuine     check   years international warranty "
"9678","sound quality  good   product quality  beyond  expectation looks like   rupees footpath headphone  weak wires  ill rate   "
"9679"," like  product  way worth   amount "
"9680"," must   better according   price     ok  "
"9681","super sharp sound   amazing   price   leather pouch feels rich  also  good finish really loving  sound "
"9682","  good  compared  cx  "
"9683","earphones  one   best noise cancellation    peak sound quality  good  smooth "
"9684","left head phone stopped working sfter  dayspoor response  sennheiser customer support "
"9685","good earphonenot upto  marklow base "
"9686","excellent earphonework awesomegreat bassclear  fascinating soundsuperb  "
"9687","    month since   using  headphone      good product balanced sound bass  vocals worth  money  amazons service  satisfactory  well happy overall   deserves   "
"9688","best quality  feel "
"9689","nice earphone  good sound quality good delivery service  amazon "
"9690","sound quality   clear  cristal   one side ear pis   working   days  "
"9691"," bought  ear phone  accidentally wire  cut     warranty      get replace  new one "
"9692","nice product    expected little    price range "
"9693","great product     months since  started using     problem  defect "
"9694","good headphone however  value  money  paying  much   expect  least great bass   missing "
"9695","price  good sound good  great yr warranty   satisfied totely good product "
"9696"," good "
"9697","sound quality     markhappy  buy  "
"9698"," like noise cancelling  sound qualitydis like     tangle free heatphone "
"9699","sound quality  good  product quality   upto  mark wire breaks   months "
"9700","sennheiser   good headphones    feel  bass   deepone   best   cost  quality   good "
"9701"," nice "
"9702","awesome headphones  getting  technical detail    one survived one full cycle  washer  dryer  "
"9703","   pair  cx   ordered  one  spouse  sound quality  dissapointing compared  cx   dead bass   price   get  upgrade version  others "
"9704","warranty  great   trust sennheiser   sound quality  unmatchable   segment "
"9705"," product   worth  buy    working properly   bought   months back "
"9706","value  money "
"9707"," product comes   attachment  mm jack  attachment dumps  sound  produce noise whenever connected  mm jacki  ordered  product twice  found  issue   "
"9708","good quality sound "
"9709","best headphones ever "
"9710"," bose  skullcandy nothing beats    price range saying  reviewing  brands   range "
"9711","sound gets detoriated  high level "
"9712","awesome headphones    using jbl earlier  bass  better  jbl  sennheiser    good  bass  still  satisfying product got  pair  ear buds extra  gives  options  change according   ear size "
"9713","bass  little less  expected "
"9714"," bundled angled extension doesnt work properly  results   lot  noise   complaints "
"9715","superb "
"9716"," one plus    super base sound "
"9717","awesome "
"9718","day  review poor quality  looks  feels like   rupee earphone sound  best    far ive  using samsung akg tuned one "
"9719"," friend  suggested     bought itawesomevery good quality  sound    never felt pain even listening songs     hoursthanks   little buds    comfortable   ears  worth  "
"9720","sound quality "
"9721","  price segment  r  brands  offer better sound  quality compared   earphones "
"9722","done buy  product  one  worth  k   returned  package  speaking one side  working  audio  also  low "
"9723"," sound quality  awesome however  dont think  durable wires   thin   get loose easily "
"9724","sennheiser products  amazon never disappoint "
"9725","  meet  expectation  worth  price "
"9726","sounds great  material quality  good "
"9727","disastrous soundworst pair  earphones fellas "
"9728","  one  best sound    bass   best part   "
"9729","wish  could   anti tangles earphone   got tangled  easily  sound quality   amazing "
"9730","  extra bass "
"9731","sound quality   good "
"9732"," good headset  music lovers   quality   wire   satisfactory wire  thin "
"9733","chanceless delivery  amazon believe      worth  money   sound  crystal clear   bass  awesome   money  paid "
"9734","     working waste  time   "
"9735","sound clarity  nice  beats   heard "
"9736","nice bass  quality  sound really enjoying songs   long "
"9737"," ways good "
"9738","needs update  tangle free cable  "
"9739"," worth  money   "
"9740","mic doesnt works  iphone  "
"9741"," ones   best models  sennheiser "
"9742","excellent comfort  crystal clear sound  beats nice designneed stable build tangling  times "
"9743","superb higher quality  bass "
"9744","best "
"9745","ok "
"9746","nice "
"9747","  one   best brands   used  audio   satisfied "
"9748","crystal quality  less bassoverall best earphone   music loverswith good  decent look "
"9749","omg  got surprised      powerful earphones   budget  base treble  clear  loud  suggest  use poweramp player  use  according   needs cos   made  beatbetter  skull jbl sony "
"9750","nice "
"9751","left side speaker   working "
"9752","quality  awesome best  music lovers "
"9753","pls dont buy   sound quality   much  u expected  worth  moneyworst earphones "
"9754","hav   long time user  sennheiser    used     earned  faith "
"9755","awesome headset output  amazing seriously  got    clear detailed sound  superb bass "
"9756"," product     worth money  quality   sound   mic    poor  worthless never expected  product  amazon "
"9757","good sound quality "
"9758","  good   sound quality  really bad    good  really disappointed "
"9759"," advertised "
"9760","good quality sound mic  awesomebass     good   priceit  awesome  call purpose   listing soft music "
"9761"," selected standard delivery  got   estimate date really amazon   great  deliveryomg  headsets  killing   hope everybody  get lost  musichaving  mic option  really good also y warranty great product "
"9762","bassbuildvocalsawesome clarity  bass  low go  cx  street ii     sound   difference  cx street ii  cxs    mic "
"9763"," well "
"9764","excellent product   ears  years lightweight high fidelity true tones  great price "
"9765"," bought   juneand    months  useit   workingbad productit   orginal "
"9766"," got  today  ordered   reading many reviews    played music    felt      treat  ears   recomend   every  best thing    comes   extention   use    mobile laptop  tablet love  "
"9767","awesome  bought      friends   "
"9768","good sound bass  less  varies based  file quality  device output quality noise cancellation  best crystal clear sound   instrument  digital dolby dts output "
"9769"," pin   inserted  cellphone broke  rd day please make  material durable  strong "
"9770"," good earphoneits sound n bass  also good   also comes   year warranty period better  skull candyenjoy n buy   amazon  "
"9771","sound quality  okay "
"9772","world class "
"9773","everything  great     medium bug slightly big  im still trying  get used     first couple  days   really uncomfortable  sadly small   small   leads  total lack  bass either way   complains  buy   wont regret  "
"9774","noise cancellation like   earphone  "
"9775","built quality  low genuine leather pouch would   best   last    year  rough users "
"9776","quality product "
"9777","nice product  good audio output value  money product "
"9778"," good product "
"9779","great product "
"9780"," costs around  rs  worth   value  moneyjbl costs  rs   good quality "
"9781","loved  headphones good quality fast delivery happy customer "
"9782","fantastic quality   inear headphone "
"9783","sound quality  goodbut  product  slightly  priced "
"9784","  small issue   purchase  key  pick  disconnect call doesnt work    compatibility issue    using iphone  kindly help  sushilbhagatcom "
"9785","bass  low "
"9786","great product  drawback   wires   thin   give  premium look bt delicate "
"9787","material quality   worst  bought   nov  left side stopped working  mar "
"9788","great looks lovely "
"9789","excellent headset  recommend  everyone "
"9790","good value  money "
"9791","nice  hear  sound quality   worth   money fitted   ears  well   smooth "
"9792","one word worth "
"9793","everything     good except  price  "
"9794","writing review  using  days  really awsome thing    hear clear sound    percent  soundany one go   blindlyafter buying  wont think  product  waste  money "
"9795","worth  "
"9796"," using senheiser   past three months fair product   much  noise cancellation average bass "
"9797","good headphone voice  clear  calls   good  hear music "
"9798","  nice good sound quality needs  improvements  sound output "
"9799","nice  dont expect  much   product "
"9800","awesome product  true mid range headphone although  wire  pretty thinner  require careful handling "
"9801"," like  sound quality      light  weight hence  comfortable  user friendly "
"9802","really owsome  listen music   earphones  still  lacks functionality  switching sound track "
"9803","sound  clear  feeling comfortable   listening sound  upto  hr  least wire  thin  overall  good  love  "
"9804"," product   received       mark     lot  disturbance  using "
"9805","awesome earphones worth   little expensive  sound effect  awesome bass effect make u forget d cost "
"9806","good  go   comparison     bose "
"9807","  amazing product    using  brand  quite  time  amazon always delivers genuine products kudos   delivery  well "
"9808","worth every penny clear sound good bass "
"9809","waste  money  bought  product three months ago   mic  stoped working  "
"9810"," built quality  good   sound  awsome   pricealso  noice cancellation  good "
"9811"," bass  quiet reasonable suitable  listening  heavy metalrock music plus  noise cancellation  fabulouscheers "
"9812","quality     mark  bass   expected   disappointed "
"9813","awesome buy "
"9814","super  marvellous  time best ear phonesfor music loversit takes     world "
"9815"," received headphone   one earpiece working "
"9816","sound clarity   high "
"9817"," got  bit damaged product  working awesome   damaged frm mic   outer box  also damaged "
"9818","overall  good product "
"9819","noise cancellation  awsome bass   expected  decent product "
"9820","best earphones   price "
"9821","base  ok  sound quality  worst   get better deal   price range "
"9822"," headphone mic  pretty poor   receiver end apart   decent product "
"9823","bass  bit  much   liking overall  good though   price point "
"9824"," favorite mid range earphones worth every penny "
"9825","slightly  pronounced highs   parts   songs sound harsh owing    otherwise  good earphones   price bracket bass   pronounced     appealing way "
"9826","bass quality    good cx   better   "
"9827","awesome  go  itbest   class "
"9828","good "
"9829","overall nice product   volume updown controls  need  use  phone  control  "
"9830","sound quality   good even  rupee earphones  sony sound good   expecting good sound quality  sennheiser product  rs "
"9831"," ordered   reading good review      using  since  months   problem   sound quality  good "
"9832","sound quality  expected  sennheiser fully satisfied good storage pouchwires quality could   better entanglement  one issue "
"9833"," good product "
"9834","good "
"9835","good ear phonesthe cable   thin    little strong "
"9836","best deal   pricesuperb product  music loversbass  sound quality  also incomparablei strongly recommend  product   price rangeamazon delivery  also impeccableordered day  yesterday  received  product   day "
"9837"," real sennheiser sound quality "
"9838","omg   sound clarity  go  itbass   goodthanks  amazon   amezing product "
"9839","    great pair  earphonesthe wire might seem thin   durablebass  great  trebble    higher side "
"9840","overall best earphone  seenhesier "
"9841"," earphones  simply awesome better   addicted   seinheis "
"9842","bought   july   lasted till  feb  wanted   last  least  year   worked   awesome "
"9843","xcellent product  priice  go   "
"9844","working good using  past  months "
"9845"," bass  wonderful  listen  musics "
"9846","fabulous  handsfree  sound boosters loved  noise cancellation "
"9847"," headset   good quality  nice one "
"9848","liked  looks  earphones didnt like  noise cancellation    less noise cancellation "
"9849","awesome noise cancellationits  music nothing else audio  loud  clear mic works leather bag  really good  best earphones ive ever tested till  "
"9850","genuine product meets expectationstimely properly packaged genuine product delivered "
"9851","product  good  terms  sound comes   spare parts   pouch thats really pleasingthe cable   flimsy  robust  handle  care "
"9852"," comfortable   sound  much clearer  less noisy "
"9853"," u r paying  much money  looking  best quality dont go   brandbetter  skull candy "
"9854","best  class  get  true balanced output   classical  alternate  edm   genre   mattrr suits  allif    bass lover  would mind  inconspicuous nuance "
"9855"," usual amazon delivery  fantastic  far   product  concerned im giving    star rating   lacks volume buttons "
"9856","good "
"9857","good productgreat quality background noise cancellation  good   disadvantage  u cannot skip  songs  adjust  volume     controller  however call receiver     voice quality  calls  also good "
"9858","product  nice   dont want extra bass   youre bass lover   would suggest dont buy  "
"9859","didnt last    months "
"9860","one   best earphones  always sennhiser rocks "
"9861"," sound quality  awasome strongly recommend must buy good product "
"9862","best   price range  sennheiser warranty "
"9863"," nice earphones "
"9864","  fit   ears property  fall   ears  exercise "
"9865","good sound "
"9866"," nice product "
"9867","sounds pretty good literally "
"9868","within  month one   speaker stopped workingbad product  buycustomer service replaced  provided new one within  days "
"9869","nice product   range "
"9870","  buy  earphone   price range  around  inr sound  crisp "
"9871","sound quality   upto  expectations  rewiews  got "
"9872"," earphones  pretty handy  simple  sounds amazing "
"9873","quite comfortable  ears  excellent bass sound quality really impressed   string   thin   need   kept carefully "
"9874","  doesnt mention left  right otherwise  pefect  cost  also   nice mic "
"9875","durable  using  august good sound qualitymaterial   better "
"9876","cheap quality wires   good sound  dont think  produce  quality product   years ago "
"9877","good base  volume "
"9878"," plus point   headset   presence  microphone   quality   audio    much good  compared    models    price range   sennheiser cx "
"9879"," well balanced headphones "
"9880"," defective dont purchase anything   company "
"9881","product   similar  cx  mic   benefit pointbut cx   comfy   "
"9882","amazing product   thin wires   cut easily "
"9883","awesome headsetawesome sound worth every penny  givegot    days thanks   fast delivery servicethanks amazongave  star    lshape connector isnt compatible  every phoneit doesnt go  one plus surely "
"9884","bass quality   good rest everything  good   product "
"9885"," worth buying "
"9886","  one great set  earphones  try   sennheiser  sound experiance  pretty good   price "
"9887"," ankickass product superior quality great sound amazing noise reduction worth  price "
"9888","  never written review   products   felt  deserves   perfect package  value  money "
"9889","nice headphones "
"9890","pure sound  music "
"9891"," nice product awesome bass best earphones   range    prestigious brand "
"9892","waste  moneyi guess  got  defective one   product manufacturer  detoriated "
"9893","simply superb bcz  sennheiser "
"9894","nice headset "
"9895","best earphones "
"9896","sennheiser cxs  one   best earphone    excellent sound clarity  gives  wonderful combination  bass  treble   earphones lackbut  built quality  little poor ie  wire  thinoverally   awesome earphone  awesome price "
"9897","looked average "
"9898","quality   voice   get  call   move  good  material provided   good quality "
"9899","   awesome headphone   delivery  also  fastjust loving itthank  amazon "
"9900","  price  would say   good quality product nothing outstanding  scores well   departments "
"9901","sound   loud  high volumes  overall great buy "
"9902"," good product "
"9903","good "
"9904","awesum sound  good base buy  product without  second thought best  class "
"9905","got  product   time   scheduled  iam completely content   product got  good cover   keep     use recommend  product  music lovers  musicians "
"9906","good  handling  good sound bass feel less  compare  original product  "
"9907"," lil bit   expensive sidebut  compromise  qualitybang   superb balance  bass  treble  "
"9908","excellent quality  sound excellent noise cancellation "
"9909"," dint even came one year initially   great one side   working felt bad  using  product "
"9910","best  sale support dont need  say  thing  earphones  wont find  better product "
"9911","superb voice clarity  supports music player app  amazing bass  loudnessamazon delivered  within  hours amazingyou  find left right label  inner side   cable   earpods "
"9912","  good bass better use jbl   like bass "
"9913","material qualitydidnt seem quite like  material  top brand would use "
"9914","brought   third time    excellent earphone "
"9915"," headphones   good good noise cancellation sometimes mic doesnt works  iphone    used  extra antenna provided    used  certain smart phones since     issues   given four rating   cost   volume options  worth  "
"9916","tickerlickersickerbuy  without  fickerits  fabulous "
"9917","unworthy product cant even comparable  iphone headset frustrated  playing pubg "
"9918","bass effect  excellent "
"9919","bs sound ke hisab se price jyada h "
"9920","good product value  money like  audio quality   perfectly fits  ear "
"9921","perfect one  music loversgood bass great sound quality "
"9922"," love  product sennheiser   best go  itthe best earphones   budget "
"9923"," worst product mike   working within  month horrible saw  return  replacement  option   available pathetic "
"9924","overall  pdt  good bass  awesome checked   listening burn original mixused   workout hip hop lovers go     bollywood  songs     marki  sony xb  headphones also    compare  thar thess "
"9925","neat "
"9926","good productthe microphone doesnt work sometimesbt altogether  good product "
"9927"," months  issues "
"9928","happy  enjoy "
"9929","awesome products go   without thinking  anything else "
"9930","gud product "
"9931","sennhiesers absolutely class  best earphones ever  comfortqualityloudnessonly con  sennhiesers warranty  void cuz  dont support ecommerce retailconclusionvalue  money "
"9932"," worthy  could hear  better music evidson headphone   rs less   brand "
"9933","bass    awesome "
"9934","cant hear  long   starts pain   ears bone "
"9935","best "
"9936","sound quality  amazing  good noise cancellation "
"9937"," lasting cables  broken   warranty  "
"9938","   looking   earphone  good sound quality  clarity  good bass level sound isolation   mic  answer  calls  look    baby  give   need using   months  loving  "
"9939","nice quality stuff  joints like mm jack  near ear buds  dont think would last  longsound quality  awesome "
"9940"," really liked  headset    great quality product  listening  songs would  given  five stars    offered  next  previous buttons  well   pause one "
"9941"," ok  built quality  bad "
"9942","superb productnever thought   great music quality   ears   pricesimply go   "
"9943","   good  calls    listen   voice apart  ur voice  voice cancellation "
"9944","   favourite      cart forever  suggest   friends "
"9945","excellent qualityi seriously love  earphonecrystal clear sound "
"9946","  months  buying  earphones   working   cheap product "
"9947","worst quality earphones  ever usedi  returning "
"9948","great  music "
"9949","although sound quality  good  mic   working   days  problem  occurred   frnd  "
"9950","sehnheiser handsfree  good best sound quality bass  loudness  jabardast "
"9951","sennheiser   superb product  good buy  recommended "
"9952"," sounds craazythe volume  clear  goodbass  greatbut  remote button doesnt work  music playback thats  huge drawback "
"9953"," feels like really awesome   bass quality   good "
"9954","bad sound quality  one ear piece  one  working  delayed  returning  product back  amazon    deal  manufacturer  "
"9955","good sound looks good    good option   "
"9956","good "
"9957"," durable wire  thin bass  low noise cancellation  avg clear vocals "
"9958","good "
"9959","sound  amazing  built quilty requires little bit attention "
"9960"," good audio quality  extra extension available   product  makes  possible  plugin straight  lplug whatever  feel comfortable comes   pouch    good quality  "
"9961","  great     hands free theres  volume adjustment   assumed  would  available   look    better one  "
"9962","good "
"9963","good  buy good quality good experience  good sound quality  good base "
"9964","overall nice product "
"9965","l shape connection plug   working "
"9966","wires  cuts       able  use    unable  return  "
"9967","value  money "
"9968","awesome "
"9969"," sound   sexy  need  comments go   "
"9970","bestest according   "
"9971"," far  good sounds good "
"9972","good "
"9973","  great product wonderful experience "
"9974","one   earpiece went dead within  months "
"9975","good sound quality bass  good  built quality    impressive overall great value  money "
"9976","awesome product worth  "
"9977"," ear pieces  quite small   sound quality   quality   product  goodit   tangle free "
